Slip Angle (deg),FZ = 300 N,FZ = 500 N,FZ = 700 N,FZ = 900 N,FZ = 1100 N
9.600000000000001,2.0903130745024567,2.073118159520208,2.054634406606281,2.035543372281208,2.013597139265893
9.700000000000003,2.090614460884218,2.073150262821176,2.0546478014648195,2.0357815814110793,2.01432614022349
9.8,2.09087386869733,2.0731395596302944,2.0546122452119255,2.0359577008423675,2.0149720973264547
9.900000000000002,2.091093067555223,2.073088093963177,2.054530198356485,2.0360748102233392,2.0155388980453903
10.0,2.09127374900476,2.0729978141088288,2.0544040033160917,2.0361358438689656,2.0160302570044704
10.100000000000001,2.091417530425449,2.072870577494489,2.054235890395298,2.0361435978046725,2.016449723554225
10.200000000000003,2.09152595870751,2.072708155279773,2.0540279834434694,2.036100736464736,2.0168006890394157
10.3,2.0916005137228604,2.072512236696444,2.053782305210048,2.0360097990614348,2.0170863937703567
10.400000000000002,2.0916426116020843,2.072284433149099,2.0535007824140576,2.035873205640461,2.0173099337063296
10.5,2.0916536078295493,2.0720262820910746,2.0531852505437405,2.03569326283752,2.01747426685994
10.600000000000001,2.091634800167978,2.0717392506889465,2.0528374584013154,2.035472169350451,2.0175822194313877
10.700000000000003,2.0915874314230396,2.071424739288168,2.0524590724070326,2.035212021140611,2.0176364916816945
10.8,2.0915126920577634,2.0710840846915834,2.052051680675874,2.034914816376708,2.0176396635539335
10.900000000000002,2.0914117226659394,2.070718563261797,2.051616796879503,2.0345824601336795,2.017594200051473
11.0,2.0912856163130553,2.07032939385772,2.051155863905369,2.034216768858679,2.0175024563821564
11.100000000000001,2.0911354207527157,2.0699177406149265,2.050670257324172,2.033819474615693,2.017366682877227
11.200000000000003,2.090962140526001,2.0694847155788834,2.050161288676271,2.0333922291197633,2.017189029693672
11.3,2.090766738950701,2.069031381199527,2.049630208587019,2.0329366075713247,2.0169715513084734
11.400000000000002,2.090550140006918,2.068558752695151,2.0490782097204288,2.0324541123006385,2.0167162108130827
11.5,2.0903132301250955,2.068067800293066,2.048506429580054,2.0319461762318434,2.016424884016224
11.600000000000001,2.090056859882159,2.0675594513540414,2.047915953165442,2.0314141661757033,2.0160993633629096
11.700000000000003,2.0897818456110566,2.0670345923870923,2.0473078154920668,2.0308593859596646,2.015741361677342
11.8,2.089488970928687,2.0664940709608004,2.046683003982177,2.030283079403444,2.015352515737126
11.900000000000002,2.0891789881868426,2.0659386975169594,2.046042460733577,2.0296864331479414,2.014934389685988
12.0,2.0888526198505413,2.0653692470919833,2.045387084672979,2.0290705793448964,2.0144884782919603
